IP_Module,LUT_Used,FF_Used,WNS_ns,Max_Logic_Level
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/gen_normal.splitter_inst,26,14,13.432,2
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/xpm_cdc_async_rst_inst,1,3,18.193,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/aw_reg_slice,57,114,12.414,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo,78,19,12.964,2
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo,137,83,10.931,5
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[10].srl_nx1,2,0,17.546,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[14].srl_nx1,3,0,17.238,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[15].srl_nx1,3,0,16.895,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[1].srl_nx1,2,0,16.785,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[2].srl_nx1,2,0,17.402,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[3].srl_nx1,2,0,17.128,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[4].srl_nx1,2,0,17.403,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[5].srl_nx1,2,0,16.694,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[6].srl_nx1,2,0,16.929,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[7].srl_nx1,2,0,17.121,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_cmd_fifo/gen_srls[8].srl_nx1,2,0,17.217,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo,61,16,12.198,2
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[100].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[101].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[102].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[103].srl_nx1,6,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[68].srl_nx1,2,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[69].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[70].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[71].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[72].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[73].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[74].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[75].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[76].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[77].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[78].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[79].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[80].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[81].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[82].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[83].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[84].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[85].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[86].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[87].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[88].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[89].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[90].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[91].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[92].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[93].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[94].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[95].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[96].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[97].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[98].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/gen_srls[99].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[0].srl_nx1,4,0,16.847,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[11].srl_nx1,3,0,N/A,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[1].srl_nx1,3,0,17.025,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[2].srl_nx1,3,0,17.013,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[3].srl_nx1,6,0,16.995,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[4].srl_nx1,3,0,17.113,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[5].srl_nx1,5,0,17.177,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[6].srl_nx1,3,0,17.158,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/w_payld_fifo/cmd_fifo/gen_srls[7].srl_nx1,2,0,17.041,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/gen_normal.splitter_inst/gen_no_wsplitter.gen_endpoint_woffset.gen_wbypass_offset_fifo.wbypass_offset_fifo,26,13,10.915,5
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/gen_normal.splitter_inst/gen_no_wsplitter.gen_endpoint_woffset.gen_wbypass_offset_fifo.wbypass_offset_fifo/gen_srls[2].srl_nx1,2,0,16.801,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/gen_normal.splitter_inst/gen_no_wsplitter.gen_endpoint_woffset.gen_wbypass_offset_fifo.wbypass_offset_fifo/gen_srls[4].srl_nx1,2,0,16.659,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/gen_normal.splitter_inst/gen_no_wsplitter.gen_endpoint_woffset.gen_wbypass_offset_fifo.wbypass_offset_fifo/gen_srls[5].srl_nx1,2,0,16.977,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/gen_normal.splitter_inst/gen_no_wsplitter.gen_endpoint_woffset.gen_wbypass_offset_fifo.wbypass_offset_fifo/gen_srls[6].srl_nx1,2,0,17.004,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/gen_normal.splitter_inst/gen_no_wsplitter.gen_endpoint_woffset.gen_wbypass_offset_fifo.wbypass_offset_fifo/gen_srls[9].srl_nx1,3,0,17.159,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_transaction_regulator/inst,0,0,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node,90,91,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node,40,28,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node,107,186,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst,90,91,16.902,1
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_mi_handler,86,86,14.031,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_si_handler,1,1,13.539,1
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/s_sc_xpm_cdc_async_rst_inst,1,3,17.004,1
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld,86,84,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo,86,84,12.993,5
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_rd_addrb,6,6,14.643,3
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_wr_addra,5,6,14.984,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory,48,62,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_wr.inst_wr_addra_p1,23,6,15.049,3
soc_design_i/smartconnect_2/inst/s00_nodes/s00_aw_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory/xpm_memory_base_inst,48,62,10.696,5
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst,40,28,16.636,2
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst/inst_mi_handler,36,23,17.782,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst/inst_si_handler,1,1,12.707,4
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst/s_sc_xpm_cdc_async_rst_inst,1,3,17.347,1
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld,36,21,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo,36,21,13.221,2
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_rd_addrb,6,6,15.622,3
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_wr_addra,5,6,17.182,2
soc_design_i/smartconnect_2/inst/s00_nodes/s00_b_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_wr.inst_wr_addra_p1,21,6,15.812,3
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst,107,186,16.550,1
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler,103,181,16.403,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_si_handler,0,1,10.414,5
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/s_sc_xpm_cdc_async_rst_inst,1,3,16.237,1
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.gen_fi_regulator.inst_fi_regulator,1,2,18.019,1
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.gen_upsizer.inst_upsizer,12,83,14.836,1
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld,91,94,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.gen_upsizer.inst_upsizer/inst_upsizer_target_pipeline,0,2,18.075,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo,91,94,12.837,5
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_rd_addrb,6,6,15.356,3
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_wr_addra,4,6,14.675,3
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory,52,72,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_wr.inst_wr_addra_p1,22,6,15.212,4
soc_design_i/smartconnect_2/inst/s00_nodes/s00_w_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory/xpm_memory_base_inst,52,72,17.425,0
soc_design_i/top_dma_full_to_stre_0/inst,571,280,11.363,1
soc_design_i/top_dma_full_to_stre_0/inst/u_fifo,281,36,-6.432,4
soc_design_i/top_dma_full_to_stre_0/inst/u_read_master,177,76,7.568,8
soc_design_i/top_dma_full_to_stre_0/inst/u_stream_write_master,75,35,-1.378,3
soc_design_i/top_dma_full_to_stre_1/inst,1186,289,11.804,1
soc_design_i/top_dma_full_to_stre_1/inst/u_fifo,895,45,5.531,7
soc_design_i/top_dma_full_to_stre_1/inst/u_read_master,177,76,9.841,3
soc_design_i/top_dma_full_to_stre_1/inst/u_stream_write_master,76,35,12.193,4
soc_design_i/top_dma_stream_to_fu_0/inst,1198,298,12.637,1
soc_design_i/top_dma_stream_to_fu_0/inst/u_fifo,894,45,4.815,6
soc_design_i/top_dma_stream_to_fu_0/inst/u_stream_read_master,78,34,9.710,2
soc_design_i/top_dma_stream_to_fu_0/inst/u_write_master,188,86,7.445,9
